C;c:\optibus\gn_elec345.txt
V;GD345;1;GD20b;1
S;14315020;465
S;14314920;466
S;14314420;467
S;14314510;468
S;14313710;470
T;G503;331021;10;10;gngrui;417;482;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;417
S;10105040;418
S;10103640;419
S;10103620;420
S;10103960;421
S;10103580;422
S;10103560;423
S;10103600;424
S;10105090;425
S;10105110;427
S;10105130;428
S;10105150;429
S;10105170;430
S;10101570;431
S;10101550;431
S;10101000;432
S;10006010;433
S;10006030;434
S;10005900;436
S;10005990;438
S;10006270;440
S;10008390;443
S;10008330;445
S;10009015;447
S;10009015;449
S;10007260;453
S;10007220;455
S;10007185;456
S;10005910;458
S;10007160;459
S;10004012;459
S;10125870;460
S;10125870;461
S;10129131;462
S;11311431;468
S;14315620;470
S;14315520;471
S;14316430;473
S;14315320;474
S;14315320;474
S;14315920;476
S;14315020;477
S;14314920;478
S;14314820;479
S;14314720;480
S;14314620;482
T;G503;331023;10;00;gngrui;427;492;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;427
S;10105040;428
S;10103640;429
S;10103620;430
S;10103960;431
S;10103580;432
S;10103560;433
S;10103600;434
S;10105090;435
S;10105110;437
S;10105130;438
S;10105150;439
S;10105170;440
S;10101570;441
S;10101550;441
S;10101000;442
S;10006010;443
S;10006030;444
S;10005900;446
S;10005990;448
S;10006270;450
S;10008390;453
S;10008330;455
S;10009015;457
S;10009015;459
S;10007260;463
S;10007220;465
S;10007185;466
S;10005910;468
S;10007160;469
S;10004012;469
S;10125870;470
S;10125870;471
S;10129131;472
S;11311431;478
S;14315620;480
S;14315520;481
S;14316430;483
S;14315320;484
S;14315320;484
S;14315920;486
S;14315020;487
S;14314920;488
S;14314420;489
S;14314510;490
S;14313710;492
T;G503;331025;10;10;gngrui;437;502;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;437
S;10105040;438
S;10103640;439
S;10103620;440
S;10103960;441
S;10103580;442
S;10103560;443
S;10103600;444
S;10105090;445
S;10105110;447
S;10105130;448
S;10105150;449
S;10105170;450
S;10101570;451
S;10101550;451
S;10101000;452
S;10006010;453
S;10006030;454
S;10005900;456
S;10005990;458
S;10006270;460
S;10008390;463
S;10008330;465
S;10009015;467
S;10009015;469
S;10007260;473
S;10007220;475
S;10007185;476
S;10005910;478
S;10007160;479
S;10004012;479
S;10125870;480
S;10125870;481
S;10129131;482
S;11311431;488
S;14315620;490
S;14315520;491
S;14316430;493
S;14315320;494
S;14315320;494
S;14315920;496
S;14315020;497
S;14314920;498
S;14314820;499
S;14314720;500
S;14314620;502
T;G503;331027;10;00;gngrui;447;512;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;447
S;10105040;448
S;10103640;449
S;10103620;450
S;10103960;451
S;10103580;452
S;10103560;453
S;10103600;454
S;10105090;455
S;10105110;457
S;10105130;458
S;10105150;459
S;10105170;460
S;10101570;461
S;10101550;461
S;10101000;462
S;10006010;463
S;10006030;464
S;10005900;466
S;10005990;468
S;10006270;470
S;10008390;473
S;10008330;475
S;10009015;477
S;10009015;479
S;10007260;483
S;10007220;485
S;10007185;486
S;10005910;488
S;10007160;489
S;10004012;489
S;10125870;490
S;10125870;491
S;10129131;492
S;11311431;498
S;14315620;500
S;14315520;501
S;14316430;503
S;14315320;504
S;14315320;504
S;14315920;506
S;14315020;507
S;14314920;508
S;14314420;509
S;14314510;510
S;14313710;512
T;G503;331029;10;10;gngrui;457;522;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;457
S;10105040;458
S;10103640;459
S;10103620;460
S;10103960;461
S;10103580;462
S;10103560;463
S;10103600;464
S;10105090;465
S;10105110;467
S;10105130;468
S;10105150;469
S;10105170;470
S;10101570;471
S;10101550;471
S;10101000;472
S;10006010;473
S;10006030;474
S;10005900;476
S;10005990;478
S;10006270;480
S;10008390;483
S;10008330;485
S;10009015;487
S;10009015;489
S;10007260;493
S;10007220;495
S;10007185;496
S;10005910;498
S;10007160;499
S;10004012;499
S;10125870;500
S;10125870;501
S;10129131;502
S;11311431;508
S;14315620;510
S;14315520;511
S;14316430;513
S;14315320;514
S;14315320;514
S;14315920;516
S;14315020;517
S;14314920;518
S;14314820;519
S;14314720;520
S;14314620;522
T;G503;331031;10;00;gngrui;467;532;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;467
S;10105040;468
S;10103640;469
S;10103620;470
S;10103960;471
S;10103580;472
S;10103560;473
S;10103600;474
S;10105090;475
S;10105110;477
S;10105130;478
S;10105150;479
S;10105170;480
S;10101570;481
S;10101550;481
S;10101000;482
S;10006010;483
S;10006030;484
S;10005900;486
S;10005990;488
S;10006270;490
S;10008390;493
S;10008330;495
S;10009015;497
S;10009015;499
S;10007260;503
S;10007220;505
S;10007185;506
S;10005910;508
S;10007160;509
S;10004012;509
S;10125870;510
S;10125870;511
S;10129131;512
S;11311431;518
S;14315620;520
S;14315520;521
S;14316430;523
S;14315320;524
S;14315320;524
S;14315920;526
S;14315020;527
S;14314920;528
S;14314420;529
S;14314510;530
S;14313710;532
T;G503;331033;10;10;gngrui;477;542;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;477
S;10105040;478
S;10103640;479
S;10103620;480
S;10103960;481
S;10103580;482
S;10103560;483
S;10103600;484
S;10105090;485
S;10105110;487
S;10105130;488
S;10105150;489
S;10105170;490
S;10101570;491
S;10101550;491
S;10101000;492
S;10006010;493
S;10006030;494
S;10005900;496
S;10005990;498
S;10006270;500
S;10008390;503
S;10008330;505
S;10009015;507
S;10009015;509
S;10007260;513
S;10007220;515
S;10007185;516
S;10005910;518
S;10007160;519
S;10004012;519
S;10125870;520
S;10125870;521
S;10129131;522
S;11311431;528
S;14315620;530
S;14315520;531
S;14316430;533
S;14315320;534
S;14315320;534
S;14315920;536
S;14315020;537
S;14314920;538
S;14314820;539
S;14314720;540
S;14314620;542
T;G503;331035;10;00;gngrui;487;553;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;487
S;10105040;488
S;10103640;489
S;10103620;490
S;10103960;491
S;10103580;492
S;10103560;493
S;10103600;494
S;10105090;495
S;10105110;497
S;10105130;498
S;10105150;499
S;10105170;500
S;10101570;501
S;10101550;501
S;10101000;502
S;10006010;503
S;10006030;504
S;10005900;506
S;10005990;508
S;10006270;510
S;10008390;513
S;10008330;515
S;10009015;517
S;10009015;519
S;10007260;523
S;10007220;525
S;10007185;526
S;10005910;528
S;10007160;529
S;10004012;529
S;10125870;530
S;10125870;531
S;10129131;532
S;11311431;538
S;14315620;540
S;14315520;541
S;14316430;544
S;14315320;545
S;14315320;545
S;14315920;547
S;14315020;548
S;14314920;549
S;14314420;550
S;14314510;551
S;14313710;553
T;G503;331037;10;10;gngrui;497;563;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;497
S;10105040;498
S;10103640;499
S;10103620;500
S;10103960;501
S;10103580;502
S;10103560;503
S;10103600;504
S;10105090;505
S;10105110;507
S;10105130;508
S;10105150;509
S;10105170;510
S;10101570;511
S;10101550;511
S;10101000;512
S;10006010;513
S;10006030;514
S;10005900;516
S;10005990;518
S;10006270;520
S;10008390;523
S;10008330;525
S;10009015;527
S;10009015;529
S;10007260;533
S;10007220;535
S;10007185;536
S;10005910;538
S;10007160;539
S;10004012;539
S;10125870;540
S;10125870;541
S;10129131;542
S;11311431;548
S;14315620;550
S;14315520;551
S;14316430;554
S;14315320;555
S;14315320;555
S;14315920;557
S;14315020;558
S;14314920;559
S;14314820;560
S;14314720;561
S;14314620;563
T;G503;331039;10;00;gngrui;507;573;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;507
S;10105040;508
S;10103640;509
S;10103620;510
S;10103960;511
S;10103580;512
S;10103560;513
S;10103600;514
S;10105090;515
S;10105110;517
S;10105130;518
S;10105150;519
S;10105170;520
S;10101570;521
S;10101550;521
S;10101000;522
S;10006010;523
S;10006030;524
S;10005900;526
S;10005990;528
S;10006270;530
S;10008390;533
S;10008330;535
S;10009015;537
S;10009015;539
S;10007260;543
S;10007220;545
S;10007185;546
S;10005910;548
S;10007160;549
S;10004012;549
S;10125870;550
S;10125870;551
S;10129131;552
S;11311431;558
S;14315620;560
S;14315520;561
S;14316430;564
S;14315320;565
S;14315320;565
S;14315920;567
S;14315020;568
S;14314920;569
S;14314420;570
S;14314510;571
S;14313710;573
T;G503;331041;10;10;gngrui;517;582;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;517
S;10105040;518
S;10103640;519
S;10103620;520
S;10103960;521
S;10103580;522
S;10103560;523
S;10103600;524
S;10105090;525
S;10105110;527
S;10105130;528
S;10105150;529
S;10105170;530
S;10101570;531
S;10101550;531
S;10101000;532
S;10006010;533
S;10006030;534
S;10005900;536
S;10005990;538
S;10006270;540
S;10008390;542
S;10008330;544
S;10009015;546
S;10009015;548
S;10007260;552
S;10007220;554
S;10007185;555
S;10005910;557
S;10007160;558
S;10004012;558
S;10125870;559
S;10125870;560
S;10129131;561
S;11311431;567
S;14315620;569
S;14315520;570
S;14316430;573
S;14315320;574
S;14315320;574
S;14315920;576
S;14315020;577
S;14314920;578
S;14314820;579
S;14314720;580
S;14314620;582
T;G503;331043;10;00;gngrui;527;592;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;527
S;10105040;528
S;10103640;529
S;10103620;530
S;10103960;531
S;10103580;532
S;10103560;533
S;10103600;534
S;10105090;535
S;10105110;537
S;10105130;538
S;10105150;539
S;10105170;540
S;10101570;541
S;10101550;541
S;10101000;542
S;10006010;543
S;10006030;544
S;10005900;546
S;10005990;548
S;10006270;550
S;10008390;552
S;10008330;554
S;10009015;556
S;10009015;558
S;10007260;562
S;10007220;564
S;10007185;565
S;10005910;567
S;10007160;568
S;10004012;568
S;10125870;569
S;10125870;570
S;10129131;571
S;11311431;577
S;14315620;579
S;14315520;580
S;14316430;583
S;14315320;584
S;14315320;584
S;14315920;586
S;14315020;587
S;14314920;588
S;14314420;589
S;14314510;590
S;14313710;592
T;G503;331045;10;10;gngrui;537;601;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;537
S;10105040;538
S;10103640;539
S;10103620;540
S;10103960;541
S;10103580;542
S;10103560;543
S;10103600;544
S;10105090;545
S;10105110;546
S;10105130;547
S;10105150;548
S;10105170;549
S;10101570;550
S;10101550;550
S;10101000;551
S;10006010;552
S;10006030;553
S;10005900;555
S;10005990;557
S;10006270;559
S;10008390;561
S;10008330;563
S;10009015;565
S;10009015;567
S;10007260;571
S;10007220;573
S;10007185;574
S;10005910;576
S;10007160;577
S;10004012;577
S;10125870;578
S;10125870;579
S;10129131;580
S;11311431;586
S;14315620;588
S;14315520;589
S;14316430;592
S;14315320;593
S;14315320;593
S;14315920;595
S;14315020;596
S;14314920;597
S;14314820;598
S;14314720;599
S;14314620;601
T;G503;331047;10;00;gngrui;547;611;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;547
S;10105040;548
S;10103640;549
S;10103620;550
S;10103960;551
S;10103580;552
S;10103560;553
S;10103600;554
S;10105090;555
S;10105110;556
S;10105130;557
S;10105150;558
S;10105170;559
S;10101570;560
S;10101550;560
S;10101000;561
S;10006010;562
S;10006030;563
S;10005900;565
S;10005990;567
S;10006270;569
S;10008390;571
S;10008330;573
S;10009015;575
S;10009015;577
S;10007260;581
S;10007220;583
S;10007185;584
S;10005910;586
S;10007160;587
S;10004012;587
S;10125870;588
S;10125870;589
S;10129131;590
S;11311431;596
S;14315620;598
S;14315520;599
S;14316430;602
S;14315320;603
S;14315320;603
S;14315920;605
S;14315020;606
S;14314920;607
S;14314420;608
S;14314510;609
S;14313710;611
T;G503;331049;10;10;gngrui;557;621;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;557
S;10105040;558
S;10103640;559
S;10103620;560
S;10103960;561
S;10103580;562
S;10103560;563
S;10103600;564
S;10105090;565
S;10105110;566
S;10105130;567
S;10105150;568
S;10105170;569
S;10101570;570
S;10101550;570
S;10101000;571
S;10006010;572
S;10006030;573
S;10005900;575
S;10005990;577
S;10006270;579
S;10008390;581
S;10008330;583
S;10009015;585
S;10009015;587
S;10007260;591
S;10007220;593
S;10007185;594
S;10005910;596
S;10007160;597
S;10004012;597
S;10125870;598
S;10125870;599
S;10129131;600
S;11311431;606
S;14315620;608
S;14315520;609
S;14316430;612
S;14315320;613
S;14315320;613
S;14315920;615
S;14315020;616
S;14314920;617
S;14314820;618
S;14314720;619
S;14314620;621
T;G503;331051;10;00;gngrui;567;631;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;567
S;10105040;568
S;10103640;569
S;10103620;570
S;10103960;571
S;10103580;572
S;10103560;573
S;10103600;574
S;10105090;575
S;10105110;576
S;10105130;577
S;10105150;578
S;10105170;579
S;10101570;580
S;10101550;580
S;10101000;581
S;10006010;582
S;10006030;583
S;10005900;585
S;10005990;587
S;10006270;589
S;10008390;591
S;10008330;593
S;10009015;595
S;10009015;597
S;10007260;601
S;10007220;603
S;10007185;604
S;10005910;606
S;10007160;607
S;10004012;607
S;10125870;608
S;10125870;609
S;10129131;610
S;11311431;616
S;14315620;618
S;14315520;619
S;14316430;622
S;14315320;623
S;14315320;623
S;14315920;625
S;14315020;626
S;14314920;627
S;14314420;628
S;14314510;629
S;14313710;631
T;G503;331053;10;10;gngrui;581;645;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;581
S;10105040;582
S;10103640;583
S;10103620;584
S;10103960;585
S;10103580;586
S;10103560;587
S;10103600;588
S;10105090;589
S;10105110;590
S;10105130;591
S;10105150;592
S;10105170;593
S;10101570;594
S;10101550;594
S;10101000;595
S;10006010;596
S;10006030;597
S;10005900;599
S;10005990;601
S;10006270;603
S;10008390;605
S;10008330;607
S;10009015;609
S;10009015;611
S;10007260;615
S;10007220;617
S;10007185;618
S;10005910;620
S;10007160;621
S;10004012;621
S;10125870;622
S;10125870;623
S;10129131;624
S;11311431;630
S;14315620;632
S;14315520;633
S;14316430;636
S;14315320;637
S;14315320;637
S;14315920;639
S;14315020;640
S;14314920;641
S;14314820;642
S;14314720;643
S;14314620;645
T;G503;331055;10;00;gngrui;596;660;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;596
S;10105040;597
S;10103640;598
S;10103620;599
S;10103960;600
S;10103580;601
S;10103560;602
S;10103600;603
S;10105090;604
S;10105110;605
S;10105130;606
S;10105150;607
S;10105170;608
S;10101570;609
S;10101550;609
S;10101000;610
S;10006010;611
S;10006030;612
S;10005900;614
S;10005990;616
S;10006270;618
S;10008390;620
S;10008330;622
S;10009015;624
S;10009015;626
S;10007260;630
S;10007220;632
S;10007185;633
S;10005910;635
S;10007160;636
S;10004012;636
S;10125870;637
S;10125870;638
S;10129131;639
S;11311431;645
S;14315620;647
S;14315520;648
S;14316430;651
S;14315320;652
S;14315320;652
S;14315920;654
S;14315020;655
S;14314920;656
S;14314420;657
S;14314510;658
S;14313710;660
T;G503;331057;10;10;gngrui;611;675;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;611
S;10105040;612
S;10103640;613
S;10103620;614
S;10103960;615
S;10103580;616
S;10103560;617
S;10103600;618
S;10105090;619
S;10105110;620
S;10105130;621
S;10105150;622
S;10105170;623
S;10101570;624
S;10101550;624
S;10101000;625
S;10006010;626
S;10006030;627
S;10005900;629
S;10005990;631
S;10006270;633
S;10008390;635
S;10008330;637
S;10009015;639
S;10009015;641
S;10007260;645
S;10007220;647
S;10007185;648
S;10005910;650
S;10007160;651
S;10004012;651
S;10125870;652
S;10125870;653
S;10129131;654
S;11311431;660
S;14315620;662
S;14315520;663
S;14316430;666
S;14315320;667
S;14315320;667
S;14315920;669
S;14315020;670
S;14314920;671
S;14314820;672
S;14314720;673
S;14314620;675
T;G503;331059;10;00;gngrui;626;690;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;626
S;10105040;627
S;10103640;628
S;10103620;629
S;10103960;630
S;10103580;631
S;10103560;632
S;10103600;633
S;10105090;634
S;10105110;635
S;10105130;636
S;10105150;637
S;10105170;638
S;10101570;639
S;10101550;639
S;10101000;640
S;10006010;641
S;10006030;642
S;10005900;644
S;10005990;646
S;10006270;648
S;10008390;650
S;10008330;652
S;10009015;654
S;10009015;656
S;10007260;660
S;10007220;662
S;10007185;663
S;10005910;665
S;10007160;666
S;10004012;666
S;10125870;667
S;10125870;668
S;10129131;669
S;11311431;675
S;14315620;677
S;14315520;678
S;14316430;681
S;14315320;682
S;14315320;682
S;14315920;684
S;14315020;685
S;14314920;686
S;14314420;687
S;14314510;688
S;14313710;690
T;G503;331061;10;10;gngrui;641;705;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;641
S;10105040;642
S;10103640;643
S;10103620;644
S;10103960;645
S;10103580;646
S;10103560;647
S;10103600;648
S;10105090;649
S;10105110;650
S;10105130;651
S;10105150;652
S;10105170;653
S;10101570;654
S;10101550;654
S;10101000;655
S;10006010;656
S;10006030;657
S;10005900;659
S;10005990;661
S;10006270;663
S;10008390;665
S;10008330;667
S;10009015;669
S;10009015;671
S;10007260;675
S;10007220;677
S;10007185;678
S;10005910;680
S;10007160;681
S;10004012;681
S;10125870;682
S;10125870;683
S;10129131;684
S;11311431;690
S;14315620;692
S;14315520;693
S;14316430;696
S;14315320;697
S;14315320;697
S;14315920;699
S;14315020;700
S;14314920;701
S;14314820;702
S;14314720;703
S;14314620;705
T;G503;331063;10;00;gngrui;656;720;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;656
S;10105040;657
S;10103640;658
S;10103620;659
S;10103960;660
S;10103580;661
S;10103560;662
S;10103600;663
S;10105090;664
S;10105110;665
S;10105130;666
S;10105150;667
S;10105170;668
S;10101570;669
S;10101550;669
S;10101000;670
S;10006010;671
S;10006030;672
S;10005900;674
S;10005990;676
S;10006270;678
S;10008390;680
S;10008330;682
S;10009015;684
S;10009015;686
S;10007260;690
S;10007220;692
S;10007185;693
S;10005910;695
S;10007160;696
S;10004012;696
S;10125870;697
S;10125870;698
S;10129131;699
S;11311431;705
S;14315620;707
S;14315520;708
S;14316430;711
S;14315320;712
S;14315320;712
S;14315920;714
S;14315020;715
S;14314920;716
S;14314420;717
S;14314510;718
S;14313710;720
T;G503;331065;10;10;gngrui;671;735;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;671
S;10105040;672
S;10103640;673
S;10103620;674
S;10103960;675
S;10103580;676
S;10103560;677
S;10103600;678
S;10105090;679
S;10105110;680
S;10105130;681
S;10105150;682
S;10105170;683
S;10101570;684
S;10101550;684
S;10101000;685
S;10006010;686
S;10006030;687
S;10005900;689
S;10005990;691
S;10006270;693
S;10008390;695
S;10008330;697
S;10009015;699
S;10009015;701
S;10007260;705
S;10007220;707
S;10007185;708
S;10005910;710
S;10007160;711
S;10004012;711
S;10125870;712
S;10125870;713
S;10129131;714
S;11311431;720
S;14315620;722
S;14315520;723
S;14316430;726
S;14315320;727
S;14315320;727
S;14315920;729
S;14315020;730
S;14314920;731
S;14314820;732
S;14314720;733
S;14314620;735
T;G503;331067;10;00;gngrui;686;750;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;686
S;10105040;687
S;10103640;688
S;10103620;689
S;10103960;690
S;10103580;691
S;10103560;692
S;10103600;693
S;10105090;694
S;10105110;695
S;10105130;696
S;10105150;697
S;10105170;698
S;10101570;699
S;10101550;699
S;10101000;700
S;10006010;701
S;10006030;702
S;10005900;704
S;10005990;706
S;10006270;708
S;10008390;710
S;10008330;712
S;10009015;714
S;10009015;716
S;10007260;720
S;10007220;722
S;10007185;723
S;10005910;725
S;10007160;726
S;10004012;726
S;10125870;727
S;10125870;728
S;10129131;729
S;11311431;735
S;14315620;737
S;14315520;738
S;14316430;741
S;14315320;742
S;14315320;742
S;14315920;744
S;14315020;745
S;14314920;746
S;14314420;747
S;14314510;748
S;14313710;750
T;G503;331069;10;10;gngrui;701;765;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;701
S;10105040;702
S;10103640;703
S;10103620;704
S;10103960;705
S;10103580;706
S;10103560;707
S;10103600;708
S;10105090;709
S;10105110;710
S;10105130;711
S;10105150;712
S;10105170;713
S;10101570;714
S;10101550;714
S;10101000;715
S;10006010;716
S;10006030;717
S;10005900;719
S;10005990;721
S;10006270;723
S;10008390;725
S;10008330;727
S;10009015;729
S;10009015;731
S;10007260;735
S;10007220;737
S;10007185;738
S;10005910;740
S;10007160;741
S;10004012;741
S;10125870;742
S;10125870;743
S;10129131;744
S;11311431;750
S;14315620;752
S;14315520;753
S;14316430;756
S;14315320;757
S;14315320;757
S;14315920;759
S;14315020;760
S;14314920;761
S;14314820;762
S;14314720;763
S;14314620;765
T;G503;331071;10;00;gngrui;716;780;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;716
S;10105040;717
S;10103640;718
S;10103620;719
S;10103960;720
S;10103580;721
S;10103560;722
S;10103600;723
S;10105090;724
S;10105110;725
S;10105130;726
S;10105150;727
S;10105170;728
S;10101570;729
S;10101550;729
S;10101000;730
S;10006010;731
S;10006030;732
S;10005900;734
S;10005990;736
S;10006270;738
S;10008390;740
S;10008330;742
S;10009015;744
S;10009015;746
S;10007260;750
S;10007220;752
S;10007185;753
S;10005910;755
S;10007160;756
S;10004012;756
S;10125870;757
S;10125870;758
S;10129131;759
S;11311431;765
S;14315620;767
S;14315520;768
S;14316430;771
S;14315320;772
S;14315320;772
S;14315920;774
S;14315020;775
S;14314920;776
S;14314420;777
S;14314510;778
S;14313710;780
T;G503;331073;10;10;gngrui;731;795;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;731
S;10105040;732
S;10103640;733
S;10103620;734
S;10103960;735
S;10103580;736
S;10103560;737
S;10103600;738
S;10105090;739
S;10105110;740
S;10105130;741
S;10105150;742
S;10105170;743
S;10101570;744
S;10101550;744
S;10101000;745
S;10006010;746
S;10006030;747
S;10005900;749
S;10005990;751
S;10006270;753
S;10008390;755
S;10008330;757
S;10009015;759
S;10009015;761
S;10007260;765
S;10007220;767
S;10007185;768
S;10005910;770
S;10007160;771
S;10004012;771
S;10125870;772
S;10125870;773
S;10129131;774
S;11311431;780
S;14315620;782
S;14315520;783
S;14316430;786
S;14315320;787
S;14315320;787
S;14315920;789
S;14315020;790
S;14314920;791
S;14314820;792
S;14314720;793
S;14314620;795
T;G503;331075;10;00;gngrui;745;810;lekbou;gngrui;lekbou;E18B;;;0;1;12345;29.577;;
S;10105330;745
S;10105040;746
S;10103640;747
S;10103620;748
S;10103960;749
S;10103580;750
S;10103560;751
S;10103600;752
S;10105090;753
S;10105110;754
S;10105130;755
S;10105150;756
S;10105170;757
S;10101570;758
S;10101550;758
S;10101000;759
S;10006010;760
S;10006030;761
S;10005900;763
S;10005990;765
S;10006270;767
S;10008390;769
S;10008330;771
S;10009015;773
S;10009015;775
S;10007260;779
S;10007220;781
S;10007185;782
S;10005910;784
S;10007160;785
S;10004012;785
S;10125870;786
S;10125870;787
S;10129131;789
S;11311431;795
S;14315620;797
S;14315520;798
S;14316430;801
S;14315320;802
S;14315320;802
S;14315920;804
S;14315020;805
S;14314920;806
S;14314420;807
S;14314510;808
S;14313710;810
T;G503;331077;10;10;gngrui;760;825;lekoos;gngrui;lekoos;E18B;;;0;1;12345;30.405;;
S;10105330;760
S;10105040;761
S;10103640;762
S;10103620;763
S;10103960;764
S;10103580;765
S;10103560;766
S;10103600;767
S;10105090;768
S;10105110;769
S;10105130;770
S;10105150;771
S;10105170;772
S;10101570;773
S;10101550;773
S;10101000;774
S;10006010;775
S;10006030;776
S;10005900;778
S;10005990;780
S;10006270;782
S;10008390;784
S;10008330;786
S;10009015;788
S;10009015;790
S;10007260;794
S;10007220;796
S;10007185;797
