C;c:\optibus\bru_elec_qlink.txt
V;378_2020;1;nwe_gar;1
S;59150820;552
S;59150800;553
S;59150780;554
S;59150760;555
S;59150740;556
S;59150720;557
S;59150190;558
S;59150250;558
S;59151780;560
S;59151760;562
S;59150460;563
S;59151590;564
S;59150340;566
S;59150300;567
S;50000520;568
S;50000480;570
S;50000460;571
S;50000440;573
S;50000420;574
S;50000160;578
S;50000202;582
S;50000201;546
S;50000189;548
S;50001460;550
S;50001480;552
S;50000570;553
S;50000034;553
S;50000400;554
S;50000220;555
S;50005997;557
S;59150860;558
S;59150221;560
S;59151250;561
S;59150820;562
S;59150800;563
S;59150780;564
S;59150760;565
S;59150740;566
S;59150720;567
S;59150190;568
S;59150250;568
S;59151780;570
S;59151760;572
S;59150460;573
S;59151590;574
S;59150340;576
S;59150300;577
S;50000520;578
S;50000480;580
S;50000460;581
S;50000440;583
S;50000420;584
S;50000160;588
S;50000202;592
S;50000201;556
S;50000189;558
S;50001460;560
S;50001480;562
S;50000570;563
S;50000034;563
S;50000400;564
S;50000220;565
S;50005997;567
S;59150860;568
S;59150221;570
S;59151250;571
S;59150820;572
S;59150800;573
S;59150780;574
S;59150760;575
S;59150740;576
S;59150720;577
S;59150190;578
S;59150250;578
S;59151780;580
S;59151760;582
S;59150460;583
S;59151590;584
S;59150340;586
S;59150300;587
S;50000520;588
S;50000480;590
S;50000460;591
S;50000440;593
S;50000420;594
S;50000160;598
S;50000202;602
S;50000201;566
S;50000189;568
S;50001460;570
S;50001480;572
S;50000570;573
S;50000034;573
S;50000400;574
S;50000220;575
S;50005997;577
S;59150860;578
S;59150221;580
S;59151250;581
S;59150820;582
S;59150800;583
S;59150780;584
S;59150760;585
S;59150740;586
S;59150720;587
S;59150190;588
S;59150250;588
S;59151780;590
S;59151760;592
S;59150460;593
S;59151590;594
S;59150340;596
S;59150300;597
S;50000520;598
S;50000480;600
S;50000460;601
S;50000440;603
S;50000420;604
S;50000160;608
S;50000202;612
S;50000201;576
S;50000189;578
S;50001460;580
S;50001480;582
S;50000570;583
S;50000034;583
S;50000400;584
S;50000220;585
S;50005997;587
S;59150860;588
S;59150221;590
S;59151250;591
S;59150820;592
S;59150800;593
S;59150780;594
S;59150760;595
S;59150740;596
S;59150720;597
S;59150190;598
S;59150250;598
S;59151780;600
S;59151760;602
S;59150460;603
S;59151590;604
S;59150340;606
S;59150300;607
S;50000520;608
S;50000480;610
S;50000460;611
S;50000440;613
S;50000420;614
S;50000160;618
S;50000202;622
S;50000201;586
S;50000189;588
S;50001460;590
S;50001480;592
S;50000570;593
S;50000034;593
S;50000400;594
S;50000220;595
S;50005997;597
S;59150860;598
S;59150221;600
S;59151250;601
S;59150820;602
S;59150800;603
S;59150780;604
S;59150760;605
S;59150740;606
S;59150720;607
S;59150190;608
S;59150250;608
S;59151780;610
S;59151760;612
S;59150460;613
S;59151590;614
S;59150340;616
S;59150300;617
S;50000520;618
S;50000480;620
S;50000460;621
S;50000440;623
S;50000420;624
S;50000160;628
S;50000202;632
S;50000201;596
S;50000189;598
S;50001460;600
S;50001480;602
S;50000570;603
S;50000034;603
S;50000400;604
S;50000220;605
S;50005997;607
S;59150860;608
S;59150221;610
S;59151250;611
S;59150820;612
S;59150800;613
S;59150780;614
S;59150760;615
S;59150740;616
S;59150720;617
S;59150190;618
S;59150250;618
S;59151780;620
S;59151760;622
S;59150460;623
S;59151590;624
S;59150340;626
S;59150300;627
S;50000520;628
S;50000480;630
S;50000460;631
S;50000440;633
S;50000420;634
S;50000160;638
S;50000202;642
S;50000201;606
S;50000189;608
S;50001460;610
S;50001480;612
S;50000570;613
S;50000034;613
S;50000400;614
S;50000220;615
S;50005997;617
S;59150860;618
S;59150221;620
S;59151250;621
S;59150820;622
S;59150800;623
S;59150780;624
S;59150760;625
S;59150740;626
S;59150720;627
S;59150190;628
S;59150250;628
S;59151780;630
S;59151760;632
S;59150460;633
S;59151590;634
S;59150340;636
S;59150300;637
S;50000520;638
S;50000480;640
S;50000460;641
S;50000440;643
S;50000420;644
S;50000160;648
S;50000202;652
S;50000201;616
S;50000189;618
S;50001460;620
S;50001480;622
S;50000570;623
S;50000034;623
S;50000400;624
S;50000220;625
S;50005997;627
S;59150860;628
S;59150221;630
S;59151250;631
S;59150820;632
S;59150800;633
S;59150780;634
S;59150760;635
S;59150740;636
S;59150720;637
S;59150190;638
S;59150250;638
S;59151780;640
S;59151760;642
S;59150460;643
S;59151590;644
S;59150340;646
S;59150300;647
S;50000520;648
S;50000480;650
S;50000460;651
S;50000440;653
S;50000420;654
S;50000160;658
S;50000202;662
S;50000201;626
S;50000189;628
S;50001460;630
S;50001480;632
S;50000570;633
S;50000034;633
S;50000400;634
S;50000220;635
S;50005997;637
S;59150860;638
S;59150221;640
S;59151250;641
S;59150820;642
S;59150800;643
S;59150780;644
S;59150760;645
S;59150740;646
S;59150720;647
S;59150190;648
S;59150250;648
S;59151780;650
S;59151760;652
S;59150460;653
S;59151590;654
S;59150340;656
S;59150300;657
S;50000520;658
S;50000480;660
S;50000460;661
S;50000440;663
S;50000420;664
S;50000160;668
S;50000202;672
S;50000201;636
S;50000189;638
S;50001460;640
S;50001480;642
S;50000570;643
S;50000034;643
S;50000400;644
S;50000220;645
S;50005997;647
S;59150860;648
S;59150221;650
S;59151250;651
S;59150820;652
S;59150800;653
S;59150780;654
S;59150760;655
S;59150740;656
S;59150720;657
S;59150190;658
S;59150250;658
S;59151780;660
S;59151760;662
S;59150460;663
S;59151590;664
S;59150340;666
S;59150300;667
S;50000520;668
S;50000480;670
S;50000460;671
S;50000440;673
S;50000420;674
S;50000160;678
S;50000202;682
S;50000201;646
S;50000189;648
S;50001460;650
S;50001480;652
S;50000570;653
S;50000034;653
S;50000400;654
S;50000220;655
S;50005997;657
S;59150860;658
S;59150221;660
S;59151250;661
S;59150820;662
S;59150800;663
S;59150780;664
S;59150760;665
S;59150740;666
S;59150720;667
S;59150190;668
S;59150250;668
S;59151780;670
S;59151760;672
S;59150460;673
S;59151590;674
S;59150340;676
S;59150300;677
S;50000520;678
S;50000480;680
S;50000460;681
S;50000440;683
S;50000420;684
S;50000160;688
S;50000202;692
S;50000201;656
S;50000189;658
S;50001460;660
S;50001480;662
S;50000570;663
S;50000034;663
S;50000400;664
S;50000220;665
S;50005997;667
S;59150860;668
S;59150221;670
S;59151250;671
S;59150820;672
S;59150800;673
S;59150780;674
S;59150760;675
S;59150740;676
S;59150720;677
S;59150190;678
S;59150250;678
S;59151780;680
S;59151760;682
S;59150460;683
S;59151590;684
S;59150340;686
S;59150300;687
S;50000520;688
S;50000480;690
S;50000460;691
S;50000440;693
S;50000420;694
S;50000160;698
S;50000202;702
S;50000201;666
S;50000189;668
S;50001460;670
S;50001480;672
S;50000570;673
S;50000034;673
S;50000400;674
S;50000220;675
S;50005997;677
S;59150860;678
S;59150221;680
S;59151250;681
S;59150820;682
S;59150800;683
S;59150780;684
S;59150760;685
S;59150740;686
S;59150720;687
S;59150190;688
S;59150250;688
S;59151780;690
S;59151760;692
S;59150460;693
S;59151590;694
S;59150340;696
S;59150300;697
S;50000520;698
S;50000480;700
S;50000460;701
S;50000440;703
S;50000420;704
S;50000160;708
S;50000202;712
S;50000201;676
S;50000189;678
S;50001460;680
S;50001480;682
S;50000570;683
S;50000034;683
S;50000400;684
S;50000220;685
S;50005997;687
S;59150860;688
S;59150221;690
S;59151250;691
S;59150820;692
S;59150800;693
S;59150780;694
S;59150760;695
S;59150740;696
S;59150720;697
S;59150190;698
S;59150250;698
S;59151780;700
S;59151760;702
S;59150460;703
S;59151590;704
S;59150340;706
S;59150300;707
S;50000520;708
S;50000480;710
S;50000460;711
S;50000440;713
S;50000420;714
S;50000160;718
S;50000202;722
S;50000201;686
S;50000189;688
S;50001460;690
S;50001480;692
S;50000570;693
S;50000034;693
S;50000400;694
S;50000220;695
S;50005997;697
S;59150860;698
S;59150221;700
S;59151250;701
S;59150820;702
S;59150800;703
S;59150780;704
S;59150760;705
S;59150740;706
S;59150720;707
S;59150190;708
S;59150250;708
S;59151780;710
S;59151760;712
S;59150460;713
S;59151590;714
S;59150340;716
S;59150300;717
S;50000520;718
S;50000480;720
S;50000460;721
S;50000440;723
S;50000420;724
S;50000160;728
S;50000202;732
S;50000201;696
S;50000189;698
S;50001460;700
S;50001480;702
S;50000570;703
S;50000034;703
S;50000400;704
S;50000220;705
S;50005997;707
S;59150860;708
S;59150221;710
S;59151250;711
S;59150820;712
S;59150800;713
S;59150780;714
S;59150760;715
S;59150740;716
S;59150720;717
S;59150190;718
S;59150250;718
S;59151780;720
S;59151760;722
S;59150460;723
S;59151590;724
S;59150340;726
S;59150300;727
S;50000520;728
S;50000480;730
S;50000460;731
S;50000440;733
S;50000420;734
S;50000160;738
S;50000202;742
S;50000201;706
S;50000189;708
S;50001460;710
S;50001480;712
S;50000570;713
S;50000034;713
S;50000400;714
S;50000220;715
S;50005997;717
S;59150860;718
S;59150221;720
S;59151250;721
S;59150820;722
S;59150800;723
S;59150780;724
S;59150760;725
S;59150740;726
S;59150720;727
S;59150190;728
S;59150250;728
S;59151780;730
S;59151760;732
S;59150460;733
S;59151590;734
S;59150340;736
S;59150300;737
S;50000520;738
S;50000480;740
S;50000460;741
S;50000440;743
S;50000420;744
S;50000160;748
S;50000202;752
S;50000201;716
S;50000189;718
S;50001460;720
S;50001480;722
S;50000570;723
S;50000034;723
S;50000400;724
S;50000220;725
S;50005997;727
S;59150860;728
S;59150221;730
S;59151250;731
S;59150820;732
S;59150800;733
S;59150780;734
S;59150760;735
S;59150740;736
S;59150720;737
S;59150190;738
S;59150250;738
S;59151780;740
S;59151760;742
S;59150460;743
S;59151590;744
S;59150340;746
S;59150300;747
S;50000520;748
S;50000480;750
S;50000460;751
S;50000440;753
S;50000420;754
S;50000160;758
S;50000202;762
S;50000201;726
S;50000189;728
S;50001460;730
S;50001480;732
S;50000570;733
S;50000034;733
S;50000400;734
S;50000220;735
S;50005997;737
S;59150860;738
S;59150221;740
S;59151250;741
S;59150820;742
S;59150800;743
S;59150780;744
S;59150760;745
S;59150740;746
S;59150720;747
S;59150190;748
S;59150250;748
S;59151780;750
S;59151760;752
S;59150460;753
S;59151590;754
S;59150340;756
S;59150300;757
S;50000520;758
S;50000480;760
S;50000460;761
S;50000440;763
S;50000420;764
S;50000160;768
S;50000202;772
S;50000201;736
S;50000189;738
S;50001460;740
S;50001480;742
S;50000570;743
S;50000034;743
S;50000400;744
S;50000220;745
S;50005997;747
S;59150860;748
S;59150221;750
S;59151250;751
S;59150820;752
S;59150800;753
S;59150780;754
S;59150760;755
S;59150740;756
S;59150720;757
S;59150190;758
S;59150250;758
S;59151780;760
S;59151760;762
S;59150460;763
S;59151590;764
S;59150340;766
S;59150300;767
S;50000520;768
S;50000480;770
S;50000460;771
S;50000440;773
S;50000420;774
S;50000160;778
S;50000202;782
S;50000201;746
S;50000189;748
S;50001460;750
S;50001480;752
S;50000570;753
S;50000034;753
S;50000400;754
S;50000220;755
S;50005997;757
S;59150860;758
S;59150221;760
S;59151250;761
S;59150820;762
S;59150800;763
S;59150780;764
S;59150760;765
S;59150740;766
S;59150720;767
S;59150190;768
S;59150250;768
S;59151780;770
S;59151760;772
S;59150460;773
S;59151590;774
S;59150340;776
S;59150300;777
S;50000520;778
S;50000480;780
S;50000460;781
S;50000440;783
S;50000420;784
S;50000160;788
S;50000202;792
S;50000201;756
S;50000189;758
S;50001460;760
S;50001480;762
S;50000570;763
S;50000034;763
S;50000400;764
S;50000220;765
S;50005997;767
S;59150860;768
S;59150221;770
S;59151250;771
S;59150820;772
S;59150800;773
S;59150780;774
S;59150760;775
S;59150740;776
S;59150720;777
S;59150190;778
S;59150250;778
S;59151780;780
S;59151760;782
S;59150460;783
S;59151590;784
S;59150340;786
S;59150300;787
S;50000520;788
S;50000480;790
S;50000460;791
S;50000440;793
S;50000420;794
S;50000160;798
S;50000202;802
S;50000201;766
S;50000189;768
S;50001460;770
S;50001480;772
S;50000570;773
S;50000034;773
S;50000400;774
S;50000220;775
S;50005997;777
S;59150860;778
S;59150221;780
S;59151250;781
S;59150820;782
S;59150800;783
S;59150780;784
S;59150760;785
S;59150740;786
S;59150720;787
S;59150190;788
S;59150250;788
S;59151780;790
S;59151760;792
S;59150460;793
S;59151590;794
S;59150340;796
S;59150300;797
S;50000520;798
S;50000480;800
S;50000460;801
S;50000440;803
S;50000420;804
S;50000160;808
S;50000202;812
S;50000201;776
S;50000189;778
S;50001460;780
S;50001480;782
S;50000570;783
S;50000034;783
S;50000400;784
S;50000220;785
S;50005997;787
S;59150860;788
S;59150221;790
S;59151250;791
S;59150820;792
S;59150800;793
S;59150780;794
S;59150760;795
S;59150740;796
S;59150720;797
S;59150190;798
S;59150250;798
S;59151780;800
S;59151760;802
S;59150460;803
S;59151590;804
S;59150340;806
S;59150300;807
S;50000520;808
S;50000480;810
S;50000460;811
S;50000440;813
S;50000420;814
S;50000160;818
S;50000202;822
S;50000201;786
S;50000189;788
S;50001460;790
S;50001480;792
S;50000570;793
S;50000034;793
S;50000400;794
S;50000220;795
S;50005997;797
S;59150860;798
S;59150221;800
S;59151250;801
S;59150820;802
S;59150800;803
S;59150780;804
S;59150760;805
S;59150740;806
S;59150720;807
S;59150190;808
S;59150250;808
S;59151780;810
S;59151760;812
S;59150460;813
S;59151590;814
S;59150340;816
S;59150300;817
S;50000520;818
S;50000480;820
S;50000460;821
S;50000440;823
S;50000420;824
S;50000160;828
S;50000202;832
S;50000201;796
S;50000189;798
S;50001460;800
S;50001480;802
S;50000570;803
S;50000034;803
S;50000400;804
S;50000220;805
S;50005997;807
S;59150860;808
S;59150221;810
S;59151250;811
S;59150820;812
S;59150800;813
S;59150780;814
S;59150760;815
S;59150740;816
S;59150720;817
S;59150190;818
S;59150250;818
S;59151780;820
S;59151760;822
S;59150460;823
S;59151590;824
S;59150340;826
S;59150300;827
S;50000520;828
S;50000480;830
S;50000460;831
S;50000440;833
S;50000420;834
S;50000160;838
S;50000202;842
S;50000201;806
S;50000189;808
S;50001460;810
S;50001480;812
S;50000570;813
S;50000034;813
S;50000400;814
S;50000220;815
S;50005997;817
S;59150860;818
S;59150221;820
S;59151250;821
S;59150820;822
S;59150800;823
S;59150780;824
S;59150760;825
S;59150740;826
S;59150720;827
S;59150190;828
S;59150250;828
S;59151780;830
S;59151760;832
S;59150460;833
S;59151590;834
S;59150340;836
S;59150300;837
S;50000520;838
S;50000480;840
S;50000460;841
S;50000440;843
S;50000420;844
S;50000160;848
S;50000202;853
S;50000201;816
S;50000189;818
S;50001460;820
S;50001480;822
S;50000570;823
S;50000034;823
S;50000400;824
S;50000220;825
S;50005997;827
S;59150860;828
S;59150221;830
S;59151250;831
S;59150820;832
S;59150800;833
S;59150780;834
S;59150760;835
S;59150740;836
S;59150720;837
S;59150190;838
S;59150250;838
S;59151780;840
S;59151760;842
S;59150460;843
S;59151590;844
S;59150340;846
S;59150300;847
S;50000520;848
S;50000480;850
S;50000460;851
S;50000440;853
S;50000420;854
S;50000160;858
S;50000202;863
S;50000201;826
S;50000189;828
S;50001460;830
S;50001480;832
S;50000570;833
S;50000034;833
S;50000400;834
S;50000220;835
S;50005997;837
S;59150860;838
S;59150221;840
S;59151250;841
S;59150820;842
S;59150800;843
S;59150780;844
S;59150760;845
S;59150740;846
S;59150720;847
S;59150190;848
S;59150250;848
S;59151780;850
S;59151760;852
S;59150460;853
S;59151590;854
S;59150340;856
S;59150300;857
S;50000520;858
S;50000480;860
S;50000460;861
S;50000440;863
S;50000420;864
S;50000160;868
S;50000202;873
S;50000201;836
S;50000189;838
S;50001460;840
S;50001480;842
S;50000570;843
S;50000034;844
S;50000400;845
S;50000220;846
S;50005997;848
S;59150860;849
S;59150221;851
S;59151250;852
S;59150820;853
S;59150800;854
S;59150780;855
S;59150760;856
S;59150740;857
S;59150720;858
S;59150190;859
S;59150250;859
S;59151780;861
S;59151760;863
S;59150460;864
S;59151590;865
S;59150340;867
S;59150300;868
S;50000520;869
S;50000480;871
S;50000460;872
S;50000440;874
S;50000420;875
S;50000160;879
S;50000202;884
S;50000201;846
S;50000189;848
S;50001460;850
S;50001480;852
S;50000570;853
S;50000034;854
S;50000400;855
S;50000220;856
S;50005997;858
S;59150860;859
S;59150221;861
S;59151250;862
S;59150820;863
S;59150800;864
S;59150780;865
S;59150760;866
S;59150740;867
S;59150720;868
S;59150190;869
S;59150250;869
S;59151780;871
S;59151760;873
S;59150460;874
S;59151590;875
S;59150340;877
S;59150300;878
S;50000520;879
S;50000480;881
S;50000460;882
S;50000440;884
S;50000420;885
S;50000160;889
S;50000202;894
S;50000201;856
S;50000189;858
S;50001460;860
S;50001480;862
S;50000570;863
S;50000034;864
S;50000400;865
S;50000220;866
S;50005997;868
S;59150860;869
S;59150221;871
S;59151250;872
S;59150820;873
S;59150800;874
S;59150780;875
S;59150760;876
S;59150740;877
S;59150720;878
S;59150190;879
S;59150250;879
S;59151780;881
S;59151760;883
S;59150460;884
S;59151590;885
S;59150340;887
S;59150300;888
S;50000520;889
S;50000480;891
S;50000460;892
S;50000440;894
S;50000420;895
S;50000160;899
S;50000202;904
S;50000201;866
S;50000189;868
S;50001460;870
S;50001480;872
S;50000570;873
S;50000034;874
S;50000400;875
S;50000220;876
S;50005997;878
S;59150860;879
S;59150221;881
S;59151250;882
S;59150820;883
S;59150800;884
S;59150780;885
S;59150760;886
S;59150740;887
S;59150720;888
S;59150190;889
S;59150250;889
S;59151780;891
S;59151760;893
S;59150460;894
S;59151590;895
S;59150340;897
S;59150300;898
S;50000520;899
S;50000480;901
S;50000460;902
S;50000440;904
S;50000420;905
S;50000160;909
S;50000202;914
S;50000201;876
S;50000189;878
S;50001460;880
S;50001480;882
S;50000570;883
S;50000034;884
S;50000400;885
S;50000220;886
S;50005997;888
S;59150860;889
S;59150221;891
S;59151250;892
S;59150820;893
S;59150800;894
S;59150780;895
S;59150760;896
S;59150740;897
S;59150720;898
S;59150190;899
S;59150250;899
S;59151780;901
S;59151760;903
S;59150460;904
S;59151590;905
S;59150340;907
S;59150300;908
S;50000520;909
S;50000480;911
S;50000460;912
S;50000440;914
S;50000420;915
S;50000160;919
S;50000202;924
S;50000201;886
S;50000189;888
S;50001460;890
S;50001480;892
S;50000570;893
S;50000034;894
S;50000400;895
S;50000220;896
S;50005997;898
S;59150860;899
S;59150221;901
S;59151250;902
S;59150820;903
S;59150800;904
S;59150780;905
S;59150760;906
S;59150740;907
S;59150720;908
S;59150190;909
S;59150250;909
S;59151780;911
S;59151760;913
S;59150460;914
S;59151590;915
S;59150340;917
S;59150300;918
S;50000520;919
S;50000480;921
S;50000460;922
S;50000440;924
S;50000420;925
S;50000160;929
S;50000202;934
S;50000201;896
S;50000189;898
S;50001460;900
S;50001480;902
S;50000570;903
S;50000034;904
S;50000400;905
S;50000220;906
S;50005997;908
S;59150860;909
S;59150221;911
S;59151250;912
S;59150820;913
S;59150800;914
S;59150780;915
S;59150760;916
S;59150740;917
S;59150720;918
S;59150190;919
S;59150250;919
S;59151780;921
S;59151760;923
S;59150460;924
S;59151590;925
S;59150340;927
S;59150300;928
S;50000520;929
S;50000480;931
S;50000460;932
S;50000440;934
S;50000420;935
S;50000160;939
S;50000202;944
S;50000201;906
S;50000189;908
S;50001460;910
S;50001480;912
S;50000570;913
S;50000034;914
S;50000400;915
S;50000220;916
S;50005997;918
S;59150860;919
S;59150221;921
S;59151250;922
S;59150820;923
S;59150800;924
S;59150780;925
S;59150760;926
S;59150740;927
S;59150720;928
S;59150190;929
S;59150250;929
S;59151780;931
S;59151760;933
S;59150460;934
S;59151590;935
S;59150340;937
S;59150300;938
S;50000520;939
S;50000480;941
S;50000460;942
S;50000440;944
S;50000420;945
S;50000160;949
S;50000202;954
S;50000201;916
S;50000189;918
S;50001460;920
S;50001480;922
S;50000570;923
S;50000034;924
S;50000400;925
S;50000220;926
S;50005997;928
S;59150860;929
S;59150221;931
S;59151250;932
S;59150820;933
S;59150800;934
S;59150780;935
S;59150760;936
S;59150740;937
S;59150720;938
S;59150190;939
S;59150250;939
S;59151780;941
S;59151760;943
S;59150460;944
S;59151590;945
S;59150340;947
S;59150300;948
S;50000520;949
S;50000480;951
S;50000460;952
S;50000440;954
S;50000420;955
S;50000160;959
S;50000202;964
S;50000201;926
S;50000189;928
S;50001460;930
S;50001480;932
S;50000570;933
S;50000034;934
S;50000400;935
S;50000220;936
S;50005997;938
S;59150860;939
S;59150221;941
S;59151250;942
S;59150820;943
S;59150800;944
S;59150780;945
S;59150760;946
S;59150740;947
S;59150720;948
S;59150190;949
S;59150250;949
S;59151780;951
S;59151760;953
S;59150460;954
S;59151590;955
S;59150340;957
S;59150300;958
S;50000520;959
S;50000480;961
S;50000460;962
S;50000440;964
S;50000420;965
S;50000160;969
S;50000202;974
S;50000201;936
S;50000189;938
S;50001460;940
S;50001480;942
S;50000570;943
S;50000034;944
S;50000400;945
S;50000220;946
S;50005997;948
S;59150860;949
S;59150221;951
S;59151250;952
S;59150820;953
S;59150800;954
S;59150780;955
S;59150760;956
S;59150740;957
S;59150720;958
S;59150190;959
S;59150250;959
S;59151780;961
S;59151760;963
S;59150460;964
S;59151590;965
S;59150340;967
S;59150300;968
S;50000520;969
S;50000480;971
S;50000460;972
S;50000440;974
S;50000420;975
S;50000160;979
S;50000202;984
S;50000201;946
S;50000189;948
S;50001460;950
S;50001480;952
S;50000570;953
S;50000034;954
S;50000400;955
S;50000220;956
S;50005997;958
S;59150860;959
S;59150221;961
S;59151250;962
S;59150820;963
S;59150800;964
S;59150780;965
S;59150760;966
S;59150740;967
S;59150720;968
S;59150190;969
S;59150250;969
S;59151780;971
S;59151760;973
S;59150460;974
S;59151590;975
S;59150340;977
S;59150300;978
S;50000520;979
S;50000480;981
S;50000460;982
S;50000440;984
S;50000420;985
S;50000160;989
S;50000202;994
S;50000201;956
S;50000189;958
S;50001460;960
S;50001480;962
S;50000570;963
S;50000034;964
S;50000400;965
S;50000220;966
S;50005997;968
S;59150860;969
S;59150221;971
S;59151250;972
S;59150820;973
S;59150800;974
S;59150780;975
S;59150760;976
S;59150740;977
S;59150720;978
S;59150190;979
S;59150250;979
S;59151780;981
S;59151760;983
S;59150460;984
S;59151590;985
S;59150340;987
S;59150300;988
S;50000520;989
S;50000480;991
S;50000460;992
S;50000440;994
S;50000420;995
S;50000160;999
S;50000202;1004
S;50000201;966
S;50000189;968
S;50001460;970
S;50001480;972
S;50000570;973
S;50000034;974
S;50000400;975
S;50000220;976
S;50005997;978
S;59150860;979
S;59150221;981
S;59151250;982
S;59150820;983
S;59150800;984
S;59150780;985
S;59150760;986
S;59150740;987
S;59150720;988
S;59150190;989
S;59150250;989
S;59151780;991
S;59151760;993
S;59150460;994
S;59151590;995
S;59150340;997
S;59150300;998
S;50000520;999
S;50000480;1001
S;50000460;1002
S;50000440;1004
S;50000420;1005
S;50000160;1009
S;50000202;1014
S;50000201;976
S;50000189;978
S;50001460;980
S;50001480;982
S;50000570;983
S;50000034;984
S;50000400;985
S;50000220;986
S;50005997;988
S;59150860;989
S;59150221;991
S;59151250;992
S;59150820;993
