C;c:\optibus\utr2021_elec.txt
V;STD20;1;UTR2020kn;1
H;50100060;blttun;De Bilt, KNMI;141000.8;457222.0
H;50100070;blttun;De Bilt, KNMI;140962.8;457202.3
H;50100080;;De Bilt, De Biltsche Hoek;141821.0;457167.0
H;50100091;;De Bilt, Amersfoortseweg;142719.0;456856.0
H;50100100;;De Bilt, Amersfoortseweg;142689.0;456922.0
H;50100110;;Utrecht, Veemarkt;138640.0;457155.0
H;50100120;zstjor;Zeist, Jordanlaan;143002.0;456670.0
H;50100130;bltalf;De Bilt, Alfred Nobellaan;140303.0;457627.0
H;50100140;bltalf;De Bilt, Alfred Nobellaan;140171.0;457680.0
H;50100150;blthes;De Bilt, Hessenweg;140647.0;457516.0
H;50100160;blthes;De Bilt, Hessenweg;140623.0;457531.0
H;50100170;;De Bilt, Looydijk;140847.0;457865.0
H;50100180;;De Bilt, Looydijk;140826.0;457844.0
H;50100190;bltlet;De Bilt, Dr. Letteplein;141054.0;458350.0
H;50100200;bltlet;De Bilt, Dr. Letteplein;141037.7;458333.7
H;50100210;;De Bilt, Groenekanseweg;140741.0;458628.0
H;50100220;;De Bilt, Groenekanseweg;140802.0;458553.0
H;50100230;bhvzon;Bilthoven, Zonneplein;140853.0;458886.0
H;50100240;bhvzon;Bilthoven, Zonneplein;140853.0;458911.0
H;50100250;;Bilthoven, Poolsterlaan;141025.0;459260.0
H;50100260;;Bilthoven, Poolsterlaan;140999.0;459261.0
H;50100270;bhvdui;Bilthoven, Duivenlaan;141342.0;459346.0
H;50100280;bhvdui;Bilthoven, Duivenlaan;141268.0;459346.0
H;50100290;;Bilthoven, Konijnenlaan;141686.0;459478.0
H;50100300;;Bilthoven, Konijnenlaan;141692.0;459496.0
H;50100310;bhvdui;Bilthoven, Duivenlaan;141388.0;459340.0
H;50100390;;Utrecht, Archimedeslaan;139122.0;456680.0
H;50100400;;Utrecht, Archimedeslaan;138974.0;456656.0
H;50100410;utrrwn;Utrecht, Rijnsweerd-Noord;138796.0;456027.9
H;50100411;utrrw1;Utrecht, Rijnsweerd-Noord;138529.0;455927.0
H;50100420;utrrwn;Utrecht, Rijnsweerd-Noord;138739.3;456016.3
H;50100430;utrrwz;Utrecht, Rijnsweerd-Zuid;139265.1;455514.4
H;50100435;utrsor;Utrecht, Sorbonnelaan;139669.0;455200.0
H;50100436;utrsor;Utrecht, Sorbonnelaan;139665.0;455204.8
H;50100440;utrrwz;Utrecht, Rijnsweerd-Zuid;139224.1;455557.0
H;50100450;utrbot;Utrecht, Botanische Tuinen;139975.1;455258.0
H;50100460;utrbot;Utrecht, Botanische Tuinen;139985.2;455309.5
H;50100500;utruit;Utrecht, P+R Science Park;140657.0;455961.0
H;50100501;utruit;Utrecht, P+R Science Park;140648.0;455927.0
H;50100502;utruit;Utrecht, P+R Science Park;140648.0;455933.0
H;50100510;utrhei;Utrecht, Heidelberglaan;140361.3;455191.6
H;50100520;utrhei;Utrecht, Heidelberglaan;140440.5;455203.0
H;50100530;utrazu;Utrecht, UMC Utrecht;140792.0;455236.7
H;50100540;utrazu;Utrecht, UMC Utrecht;140731.4;455223.6
H;50100550;utrwkz;Utrecht, WKZ / Máxima;140988.9;455786.3
H;50100555;utrwkz;Utrecht, WKZ / Máxima;140974.9;455823.0
H;50100560;utrwkz;Utrecht, WKZ / Máxima;140987.1;455749.3
H;50100590;;De Bilt, Houdringe;141430.0;457874.0
H;50100610;;De Bilt, Houdringe;141424.0;457893.0
H;50100630;blthol;De Bilt, De Holle Bilt;141245.0;457411.0
H;50100650;blthol;De Bilt, De Holle Bilt;141220.0;457437.0
H;50100660;bhvlee;Bilthoven, RIVM/1e Brandenburgerw.;141220.0;458929.0
H;50100670;bhvlee;Bilthoven, RIVM/1e Brandenburgerw.;141237.0;458953.0
H;50100720;;Bilthoven, 2e Brandenburgerweg;141855.0;459730.0
H;50100810;utrhei;Utrecht, Heidelberglaan;140464.0;455194.0
H;50100820;utrhei;Utrecht, Heidelberglaan;140337.0;455201.0
H;50100840;utrggw;Utrecht, Stadion Galgenwaard (Perron C);138650.7;454572.5
H;50100850;utrwkz;Utrecht, WKZ / Máxima;141013.0;455705.0
H;50100860;utrwkz;Utrecht, WKZ / Máxima;141020.0;455671.0
H;50100870;utrggw;Utrecht, Stadion Galgenwaard (Perron D);138642.4;454550.4
H;50100900;bhvriv;Bilthoven, RIVM/Soestdijkseweg;141798.3;458765.7
H;50100910;bhvriv;Bilthoven, RIVM/Soestdijkseweg;141827.4;458774.6
H;50100920;bhvgem;Bilthoven, Gemeentehuis;141975.0;459105.4
H;50105000;zg1000;zonegrens 5010-5000;138723.3;453624.1
H;50105020;;zonegrens 5010-5020;143052.1;456592.2
H;50105093;;zonegrens 5010-5000;138489.1;455958.1
H;50105098;;zonegrens 5010-5000;138413.3;456500.1
H;50105099;;zonegrens 5010-5000;138474.2;455849.4
H;50105520;bhvdui;Bilthoven, Duivenlaan;141365.0;459321.0
H;50105990;utrstg;Utrecht, Stadion Galgenwaard (Perron A);138746.0;454604.0
H;50106000;utrstg;Utrecht, Stadion Galgenwaard (Perron B);138770.0;454620.0
H;50106010;utrkro;Utrecht, De Kromme Rijn;139195.0;454995.0
H;50106020;utrkro;Utrecht, De Kromme Rijn;139231.0;455023.0
H;50106030;utrpad;Utrecht, Padualaan;139923.0;455200.0
H;50106040;utrpad;Utrecht, Padualaan;139969.0;455195.0
H;50106070;utrazu;Utrecht, UMC Utrecht;140726.0;455227.0
H;50106080;utrazu;Utrecht, UMC Utrecht;140774.0;455221.0
H;50190010;;Utrecht, Koningsweg / A27;138615.0;453794.0
H;50190020;;Utrecht, Koningsweg 175;139185.0;453157.0
H;50190030;;Utrecht, Koningsweg 175;139274.0;453064.0
H;50190040;;Bunnik, Oud Amelisweerd;140132.9;452871.5
H;50190050;;Bunnik, Oud Amelisweerd;140138.8;452853.8
H;50190060;bnkrhy;Bunnik, Rhijnauwenselaan;140616.0;452878.0
H;50190070;bnkrhy;Bunnik, Rhijnauwenselaan;140751.0;452862.0
H;50190080;bnkzyl;Bunnik, Van Zijldreef;141577.0;453064.0
H;50190100;;Utrecht, Koningsweg / A27;138660.0;453755.2
H;50190110;;Utrecht, L. v. Maarschalkerweerd;138684.0;454140.0
H;50190120;;Utrecht, L. v. Maarschalkerweerd;138709.0;454170.0
H;50195096;;zonegrens 5019-5000;135868.7;452471.6
H;50195098;;zonegrens 5019-5029;139547.2;452430.9
H;50200011;zstjor;Zeist, Jordanlaan;142995.0;456639.0
H;50200040;zstwcv;Zeist, Winkelcentrum Vollenhove;143529.0;456736.0
H;50200050;zstwcv;Zeist, Winkelcentrum Vollenhove;143679.0;456850.0
H;50200060;;Zeist, Gunninglaan;143871.0;456941.0
H;50200070;;Zeist, Gunninglaan;144033.0;456950.0
H;50200080;;Zeist, L-Flat;144357.0;457007.0
H;50200090;;Zeist, L-Flat;144444.0;457017.0
H;50200100;zstdre;Zeist, De Dreef/Panweg;144690.2;457123.0
H;50200110;zstdre;Zeist, De Dreef/Panweg;144827.3;457144.4
H;50200140;;Zeist, Nepveulaan;145041.0;456888.0
H;50200150;;Zeist, Nepveulaan;145068.0;456802.0
H;50200220;;Zeist, Steynlaan;145113.0;455942.0
H;50200230;;Zeist, Steynlaan;145133.0;455910.0
H;50200240;;Zeist, Johannes Postlaan;145643.0;457336.0
H;50200260;zstsch;Zeist, Schaerweydelaan;145183.0;456570.0
H;50200270;;Zeist, Johannes Postlaan;145635.0;457341.0
H;50200280;zsthog;Zeist, Hogeweg;145144.0;455127.0
H;50200300;zstama;Zeist, Amandelhof;145406.0;454815.0
H;50200310;zstama;Zeist, Amandelhof;145437.0;454751.0
H;50200320;;Zeist, Louise de Colignyplein;145613.0;454516.0
H;50200330;;Zeist, Louise de Colignyplein;145614.0;454496.0
H;50200340;;Zeist, De Oldenborgh;145990.0;454158.0
H;50200350;;Zeist, De Oldenborgh;145874.0;454248.0
H;50200360;zsthee;Zeist, Heerewegen;146099.0;454056.0
H;50200370;zsthee;Zeist, Heerewegen;146171.0;453968.0
H;50200380;;Zeist, Prinses Margrietlaan;146341.0;453835.0
H;50200390;;Zeist, Prinses Margrietlaan;146512.0;453648.0
H;50200400;dbgsta;Driebergen, Station Drieb.Zeist;146329.2;452972.3
H;50200410;;Zeist, De Clomp;143293.1;454863.4
H;50200411;;Zeist, Kromme-Rijnlaan;143245.0;456220.0
H;50200420;;Zeist, De Clomp;143269.4;454875.6
H;50200421;;Zeist, Kromme-Rijnlaan;143252.0;456203.0
H;50200470;zstslu;Zeist, De Sluis;143189.0;455232.0
H;50200480;zstslu;Zeist, De Sluis;143166.0;455224.0
H;50200530;;Zeist, De Boerderij;143523.0;454553.0
H;50200540;;Zeist, De Boerderij;143526.8;454592.3
H;50200550;zstcou;Zeist, Couwenhoven;143801.0;454337.0
H;50200560;zstcou;Zeist, Couwenhoven;143845.0;454344.0
H;50200570;;Zeist, Godfried van Seijstlaan;144149.0;454347.0
H;50200580;;Zeist, Godfried van Seijstlaan;144199.0;454425.0
H;50200590;;Zeist, Koppelweg;143443.5;455620.7
H;50200600;;Zeist, Koppelweg;143437.0;455636.3
H;50200610;;Zeist, Zeisteroever;143182.8;455804.9
H;50200620;;Zeist, Zeisteroever;143173.5;455814.5
H;50200630;;Zeist, Slotlaan;145070.0;455177.0
H;50200640;;Zeist, Slotlaan;145193.0;455264.0
H;50200680;;Zeist, Markt;144958.0;455433.0
H;50200700;;Zeist, Verlengde Slotlaan;145977.0;456091.0
H;50200710;;Zeist, Verlengde Slotlaan;145900.0;456142.0
H;50200720;zstzkh;Zeist, Ziekenhuis;146273.0;455825.0
H;50200730;zstzkh;Zeist, Ziekenhuis;146300.0;455784.0
H;50200760;;Zeist, Oranje Nassaulaan;146812.0;455030.0
H;50200770;;Zeist, Oranje Nassaulaan;146797.0;455037.0
H;50200840;;Zeist, Graaf Adolflaan;146545.0;453969.0
H;50200850;;Zeist, Graaf Adolflaan;146527.0;453998.0
H;50200900;zstsan;Zeist, Sanatoriumlaan;143722.0;456084.0
H;50200911;zstsan;Zeist, Sanatoriumlaan;143834.0;455971.0
H;50200920;;Zeist, Griftlaan;144051.0;455750.0
H;50200931;;Zeist, Griftlaan;144225.0;455497.0
H;50200940;;Zeist, Van Renesselaan;144487.0;455295.0
H;50200951;;Zeist, Van Renesselaan;144546.0;455236.0
H;50200960;zstron;Zeist, Het Rond;144794.0;454912.0
H;50200970;zstron;Zeist, Het Rond;144795.0;454763.0
H;50200980;;Zeist, Molenweg;145025.0;454499.0
H;50200990;;Zeist, Molenweg;145121.0;454336.0
H;50201000;;Zeist, Heideweg;145594.0;453947.0
H;50201010;;Zeist, Heideweg;145694.0;453822.0
H;50201020;;Zeist, Nieuw Beerschoten;145949.0;453568.0
H;50201030;;Zeist, Nieuw Beerschoten;145879.0;453635.0
H;50201060;;Zeist, Vrijheidsplein;145273.0;457156.0
H;50201070;zsthan;Zeist, Handelscentrum;145958.0;457266.0
H;50201090;;Huis ter Heide, Pr. Alexanderstichting;146059.0;457843.0
H;50201100;zsthan;Zeist, Handelscentrum;145927.0;457248.0
H;50201110;;Zeist, Vrijheidsplein;145282.0;457150.0
H;50201120;;Huis ter Heide, Pr. Alexanderstichting;146052.0;457822.0
H;50201140;hthalx;Huis ter Heide, Prins Alexanderweg;145925.0;458154.0
H;50201340;zstsch;Zeist, Schaerweydelaan;145144.0;456355.0
H;50201360;zstdij;Zeist, Dijnselburg;144777.0;457449.0
H;50201370;zstdij;Zeist, Dijnselburg;144772.0;457530.0
H;50201460;zstger;Zeist, Geroplein;145983.0;456948.0
H;50201470;zstger;Zeist, Geroplein;145979.0;457011.0
H;50201480;;Zeist, Lindenlaan;145800.0;456324.0
H;50201490;;Zeist, Lindenlaan;145771.0;456303.0
H;50201500;;Zeist, Griffensteijnselaan;144391.0;454644.0
H;50201510;zstlag;Zeist, Lageweg;144614.0;454878.0
H;50201520;zstlag;Zeist, Lageweg;144594.0;454877.0
H;50201530;;Zeist, Griffensteijnselaan;144420.0;454656.0
H;50201540;zsthoo;Zeist, Hoog Kanje;146797.0;454338.0
H;50201550;zsthoo;Zeist, Hoog Kanje;146812.0;454352.0
H;50201560;;Zeist, Prinses Mariannelaan;147003.0;454771.0
H;50201570;;Zeist, Prinses Mariannelaan;147014.0;454791.0
H;50202010;zstswz;Zeist, Biga Groep;144711.0;456869.0
H;50202020;zstswz;Zeist, Biga Groep;144710.9;456868.9
H;50203003;dbgsta;Zeist, Station Driebergen-Zeist (Perron D);146226.6;453082.1
H;50203004;dbgsta;Zeist, Station Driebergen-Zeist (Perron E);146220.0;453085.2
H;50203005;dbgsta;Zeist, Station Driebergen-Zeist (Perron F);146213.5;453088.4
H;50203007;dbgsta;Zeist, Station Driebergen-Zeist (Perron H);146200.6;453094.7
H;50203008;dbgsta;Zeist, Station Driebergen-Zeist (Perron J);146194.0;453097.9
H;50205000;zstbus;Zeist, Busstation (Perron A);145542.0;455671.0
H;50205010;zstbus;Zeist, Busstation (Perron B);145553.0;455683.0
H;50205022;zstbus;Zeist, Busstation (Perron C);145552.0;455669.0
H;50205032;;zonegrens 5020-5032;146325.0;458270.4
H;50205095;;zonegrens 5020-5032;144703.3;457712.9
H;50205099;;zonegrens 5020-5010;143063.1;456618.7
H;50220010;bhvgem;Bilthoven, Gemeentehuis;142013.8;459134.7
H;50220020;;Bilthoven, Leyenseweg;142187.0;459719.0
H;50220030;;Bilthoven, Leyenseweg;142148.0;459725.0
H;50220040;bhvsta;Bilthoven, Station Bilthoven;142508.0;460272.0
H;50220050;bhvsta;Bilthoven, Station Bilthoven;142541.0;460298.0
H;50220052;bhvsta;Bilthoven, Station Bilthoven;142545.9;460294.9
H;50220053;bhvsta;Bilthoven, Station Bilthoven;142546.0;460295.0
H;50220060;;Bilthoven, Bilderdijklaan;142700.0;460559.0
H;50220070;;Bilthoven, Bilderdijklaan;142689.0;460504.0
H;50220080;;Bilthoven, Soestdijkseweg-Noord;142867.0;461003.0
H;50220090;;Bilthoven, Soestdijkseweg-Noord;142883.0;460998.0
H;50220100;;Bilthoven, Van der Helstlaan;142774.0;461298.0
H;50220110;;Bilthoven, Van der Helstlaan;142773.0;461354.0
H;50220120;;Bilthoven, Hobbemalaan;142703.0;461541.0
H;50220130;;Bilthoven, Hobbemalaan;142689.0;461614.0
H;50220140;bhvcuy;Bilthoven, Albert Cuyplaan;142586.0;461886.0
H;50220150;bhvcuy;Bilthoven, Albert Cuyplaan;142593.0;461912.0
H;50220165;;Bilthoven, Boslaan;142771.0;459773.0
H;50220170;bhvber;Bilthoven, Berg en Bosch;142433.0;463041.0
H;50220185;;Bilthoven, Kwikstaartlaan;143109.0;459858.0
H;50220190;bhvwal;Bilthoven, Walnootlaan;141682.0;460101.0
H;50220200;bhvpro;Bilthoven, Jan Provostlaan;141994.0;460226.0
H;50220210;bhveik;Bilthoven, Eikenlaan;141363.9;460291.8
H;50220220;bhvpro;Bilthoven, Jan Provostlaan;142006.0;460255.0
H;50220230;;Bilthoven, Elzenlaan;141205.5;460188.0
H;50220250;bhvley;Bilthoven, Kromhoutkwartier;141084.1;459693.9
H;50220260;;Bilthoven, Rubenslaan;142259.0;460474.0
H;50220270;;Bilthoven, Friedhoffkwartier;141418.6;459991.6
H;50220285;;Bilthoven, Sperwerlaan;143008.0;460052.0
H;50220290;;Bilthoven, Walnootlaan;141701.0;460104.0
H;50220341;bhvkwi;Bilthoven, De Kwinkelier;142872.0;459975.0
H;50220350;;Bilthoven, 2e Brandenburgerweg;141863.0;459719.0
H;50220360;;Bilthoven, Rembrandtlaan;141982.0;460081.0
H;50220440;;Maartensdijk, Mauritshoeve;142201.0;463534.0
H;50220455;bhvlwr;Bilthoven, Leeuweriklaan;143209.0;459666.0
H;50220480;bhvber;Bilthoven, Berg en Bosch;142416.0;462945.0
H;50220530;bhvlie;Bilthoven, Lievegoed Kliniek;142695.5;462743.7
H;50220540;;Bilthoven, Hoofdgebouw;142586.0;463065.4
H;50290040;bnkcen;Bunnik, Centrum;142336.0;453139.0
H;50290050;bnkcen;Bunnik, Centrum;142312.0;453145.0
H;50290060;bnkkos;Bunnik, Kosterijland;142811.0;452722.0
H;50290070;bnkkos;Bunnik, Kosterijland;142655.0;452646.0
H;50290130;bnkzyl;Bunnik, Van Zijldreef;141705.4;453102.0
H;50295039;;zonegrens 5029-5039;143386.9;452299.9
H;50295098;;zonegrens 5029-5019;139285.3;452339.6
H;50300020;;Driebergen, Loolaan/A12;146781.0;452542.0
H;50300030;;Driebergen, Loolaan/A12;146881.0;452425.0
H;50300040;;Driebergen, Beukenstein;147179.0;452164.0
H;50300050;;Driebergen, Beukenstein;147184.0;452137.0
H;50300060;;Driebergen, Rijsenburg;147502.0;451845.0
H;50300070;;Driebergen, Rijsenburg;147562.0;451741.0
H;50300080;dbgtra;Driebergen, Traaij;147670.0;451656.0
H;50300090;dbgtra;Driebergen, Traaij;147790.0;451542.0
H;50300100;;Driebergen, Hoge Steeg;148237.0;451330.0
H;50300110;;Driebergen, Hoge Steeg;148237.0;451314.0
H;50300120;dbgakk;Driebergen, Akkerweg;148586.0;451128.0
H;50305040;;zonegrens 5030-5040;149468.7;450347.8
H;50320010;hthalx;Huis ter Heide, Prins Alexanderweg;145932.0;458176.0
H;50320040;;Huis ter Heide, Sterrenberg;146873.0;458729.0
H;50320050;;Huis ter Heide, Sterrenberg;147007.0;458761.0
H;50320080;stbzwa;Soesterberg, 't Zwaantje;147982.0;459321.0
H;50320120;;Soesterberg, Soesterberg-Oost;149014.0;459668.0
H;50320230;;Soesterberg, Soesterberg-Oost;148889.0;459570.0
H;50320240;;Soesterberg, Kampweg;148206.0;458820.0
H;50320260;stbkam;Soesterberg, Kamerlingh Onneslaan;148468.0;458868.0
H;50320280;stbtem;Soesterberg, Oude Tempellaan;148422.0;459254.0
H;50320300;stbrkk;Soesterberg, Soesterberg-West (Perron A);147386.0;459020.0
H;50320310;stbrkk;Soesterberg, Soesterberg-West (Perron B);147518.0;459085.0
H;50320330;stbrkk;Soesterberg, Soesterberg-West (Perron C);147491.0;459125.0
H;50320350;stbzwa;Soesterberg, 't Zwaantje;147979.0;459297.0
H;50322099;;zonegrens 5032-5020;146295.1;458263.5
H;50325042;;zonegrens 5032-5042;150688.6;460375.9
H;50325099;;zonegrens 5032-5020;144681.7;457715.3
H;50390060;odk229;Odijk, Odijk-Zuid (Perron D);144226.0;451085.0
H;50390070;odk229;Odijk, Odijk-Zuid (Perron C);144220.8;451092.1
H;50390080;;Odijk, Fruittuin;144397.6;450275.1
H;50390090;odk229;Odijk, Odijk-Zuid (Perron A);144124.0;451105.0
H;50390100;odk229;Odijk, Odijk-Zuid (Perron B);144143.0;451148.0
H;50390110;;Odijk, Burgweg;143209.0;450140.0
H;50390120;;Odijk, Burgweg;143231.0;450157.0
H;50390150;odkgas;Odijk, Gaspeldoorn;144545.0;451788.0
H;50390160;odkgas;Odijk, Gaspeldoorn;144538.0;451775.0
H;50390170;;Odijk, Rijnseweg;145016.8;451819.8
H;50390180;;Odijk, Rijnseweg;145003.6;451814.5
H;50390190;odkgem;Odijk, Odijk-Noord;143952.0;451702.0
H;50390200;odkgem;Odijk, Odijk-Noord;143891.0;451824.0
H;50390210;odkjod;Odijk, Jodichemdreef;144099.0;451743.0
H;50390310;;Odijk, De Meent;144312.0;451452.0
H;50390320;;Odijk, De Meent;144324.0;451470.0
H;50390510;;Driebergen, Odijkerweg;145975.0;452740.0
H;50390520;;Driebergen, Odijkerweg;145961.0;452742.0
H;50395029;;zonegrens 5039-5029;143374.0;452344.1
H;50400010;dbgakk;Driebergen, Akkerweg;148678.0;451036.0
H;50400020;;Doorn, Boswijklaan;149208.0;450571.0
H;50400030;;Doorn, Boswijklaan;149382.0;450413.0
H;50400040;;Doorn, Beukenlaan;149618.0;450255.0
H;50400050;;Doorn, Beukenlaan;149706.0;450158.0
H;50400060;;Doorn, Stamerweg;150239.0;449886.0
H;50400070;;Doorn, Stamerweg;150458.0;449774.0
H;50400080;dorwoe;Doorn, Woestduinlaan-Zuid;150866.0;449725.0
H;50400090;dorwoe;Doorn, Woestduinlaan-Zuid;151063.0;449699.0
H;50400100;;Doorn, Berkenweg;151265.0;449702.0
H;50400110;;Doorn, Berkenweg;151336.0;449668.0
H;50400120;dorpos;Doorn, Centrum;151994.0;449515.0
H;50400130;dorpos;Doorn, Centrum;152022.0;449489.0
H;50400140;;Doorn, Het Zonnehuis;152624.0;449543.0
H;50405030;;zonegrens 5040-5030;149475.6;450357.6
H;50405050;;zonegrens 5040-5050;152612.6;449531.7
H;50420210;;Amersfoort, Zon en Schild;151684.0;460818.0
H;50420320;;Amersfoort, Zon en Schild;151655.0;460822.0
H;50425010;amfcs;Amersfoort, Centraal Station (Perron B);154067.0;462762.0
H;50425032;;zonegrens 5042-5032;150680.8;460392.4
H;50490010;;Odijk, Fruittuin;144496.0;450023.0
H;50490120;;Werkhoven, Hardenbroek;147490.0;446845.0
H;50490130;whvpro;Werkhoven, Werkhoven;145577.0;448710.0
H;50490140;whvpro;Werkhoven, Werkhoven;145523.0;448771.0
H;50500010;;Doorn, Het Zonnehuis;152625.0;449533.0
H;50500020;;Doorn, Kaap Doorn;153521.0;449410.0
H;50500030;;Doorn, Kaap Doorn;153521.0;449390.0
H;50500040;;Doorn, Sonora;154536.0;448961.0
H;50500050;;Doorn, Sonora;154604.0;448896.0
H;50500060;;Leersum, Hoogstraat;155171.0;448562.0
H;50505040;;zonegrens 5050-5040;152633.5;449544.8
H;50505060;;zonegrens 5050-5060;156205.7;448021.8
H;50590010;;Werkhoven, Hardenbroek;147622.0;446792.0
H;50590020;;Cothen, Kleidijk;148758.0;446103.0
H;50590030;;Cothen, Kleidijk;148818.0;446034.0
H;50590050;ctnpro;Cothen, Cothen;150045.0;445703.0
H;50590120;ctnpro;Cothen, Cothen;149870.0;445780.0
H;50595069;;zonegrens 5059-5069;150948.6;444595.9
H;50600010;;Leersum, Hoogstraat;155292.0;448471.0
H;50600020;leedon;Leersum, Donderberg;157003.0;447505.0
H;50600030;leedon;Leersum, Donderberg;156957.0;447513.0
H;50600040;leelom;Leersum, Lomboklaan;157584.0;447205.0
H;50600050;leelom;Leersum, Lomboklaan;157666.0;447140.0
H;50600060;leehlf;Leersum, Halfeiken;158330.0;446809.0
H;50600070;leehlf;Leersum, Halfeiken;158334.0;446789.0
H;50600080;;Leersum, Genista;158626.0;446524.0
H;50600230;;Leersum, De Schermerij;158020.0;446980.0
H;50600240;;Leersum, De Schermerij;158016.0;447004.0
H;50605050;;zonegrens 5060-5050;156211.5;448032.3
H;50605070;;zonegrens 5060-5070;158636.5;446481.8
H;50690020;wbdvoo;Wijk bij Duurstede, Voorwijk;151863.0;443673.0
H;50690030;wbdvoo;Wijk bij Duurstede, Voorwijk;151843.7;443659.3
H;50690040;;Wijk bij Duurstede, Nieuweweg;152014.0;443330.0
H;50690050;;Wijk bij Duurstede, Nieuweweg;152050.0;443212.0
H;50690060;wbdcen;Wijk bij Duurstede, Steenstraat-Centrum;152042.0;442918.0
H;50690070;wbdcen;Wijk bij Duurstede, Steenstraat-Centrum;152030.8;442927.8
H;50690100;;Wijk bij Duurstede, Engdijk;151521.0;442765.0
H;50690110;wbdams;Wijk bij Duurstede, Amstel;150748.0;442856.0
H;50690120;wbdams;Wijk bij Duurstede, Amstel;150752.0;442869.0
H;50690130;;Wijk bij Duurstede, Engdijk;151537.0;442779.0
H;50690160;;Wijk bij Duurstede, Kempenaar;151095.0;442636.0
H;50690170;;Wijk bij Duurstede, Kempenaar;151201.0;442553.0
H;50690180;wbdgee;Wijk bij Duurstede, De Geer;151469.0;444135.0
H;50690190;wbdgee;Wijk bij Duurstede, De Geer;151577.0;444003.0
H;50690200;;Wijk bij Duurstede, Engk/Frankenhof;151613.0;442977.0
H;50690210;;Wijk bij Duurstede, Engk/Frankenhof;151573.3;442937.7
H;50695011;wbdbus;Wijk bij Duurstede, Busstation;150953.0;443413.0
H;50695013;wbdbus;Wijk bij Duurstede, Busstation;150966.0;443421.0
H;50695059;;zonegrens 5069-5059;150960.1;444607.0
H;50700010;;Leersum, Genista;158669.0;446462.0
H;50700020;;Amerongen, Galak;159482.0;445900.0
H;50700030;;Amerongen, Galak;159579.0;445867.0
H;50700040;amedor;Amerongen, Dorp;159935.0;445810.0
H;50700050;amedor;Amerongen, Dorp;160074.0;445772.0
H;50700060;;Amerongen, Amerongse Berg;160322.0;445740.0
H;50700070;;Amerongen, Amerongse Berg;160385.0;445707.0
H;50700080;elumol;Elst, De Molen;161471.0;444663.0
H;50705060;;zonegrens 5070-5060;158653.2;446499.9
H;50800010;elumol;Elst, De Molen;161534.0;444542.0
H;50800020;;Elst, Kerk;162155.0;444158.0
H;50800030;;Elst, Kerk;162141.0;444154.0
H;50800040;eluing;Elst, Ingenseveerweg;162574.0;444003.0
H;50800050;eluing;Elst, Ingenseveerweg;162580.0;443985.0
H;50800060;;Elst, Veenendaalsestraatweg;163229.0;443792.0
H;50800070;;Elst, Veenendaalsestraatweg;163264.0;443767.0
H;50800140;rhetas;Rhenen, Tasveld;164759.0;442727.0
H;50800150;rhetas;Rhenen, Tasveld;164837.0;442607.0
H;50800230;elufra;Elst, Franseweg;163354.0;444171.0
H;50800241;elufra;Elst, Franseweg;163226.0;444004.0
H;50800330;;Rhenen, Rhenendael-West;165499.0;446129.0
H;50800340;;Rhenen, Rhenendael-West;165478.0;446208.0
H;50812001;vndklo;Veenendaal, Station De Klomp;167801.0;450874.0
H;51110020;meespo;De Meern, Rijnvliet;133047.1;454224.9
H;51110030;;De Meern, Rijnvliet;133003.0;454247.7
H;51110040;meestr;De Meern, Strijkviertel-Noord;132567.8;454535.1
H;51110050;meestr;De Meern, Strijkviertel-Noord;132526.9;454563.1
H;51110100;meemee;De Meern, Meernbrug;131053.0;454977.0
H;51110110;meemee;De Meern, Meernbrug;131011.7;454999.7
H;51110370;;De Meern, Recreatieplas;132375.0;454322.0
H;51110380;;De Meern, Recreatieplas;132384.0;454309.0
H;51110450;meeboe;De Meern, Boekbinderslaan;130557.9;455122.6
H;51110460;meeboe;De Meern, Boekbinderslaan;130584.2;455105.4
H;51110770;;De Meern, Strijkviertel-Zuid;132192.0;453756.0
H;51110780;;De Meern, Strijkviertel-Zuid;132207.0;453778.0
